Questions,Answers
What were the health issues that Captain America had as listed in the Enlistment form?,"Asthma, Scarlet Fever, Rheumatic Fever, Sinusitis, Chronic or frequent cold, High blood pressure, Palpitation or pounding in heart, easy fatigability, Heart trouble, Nervous trouble of any sort"
What were the health issues that Steve had as listed in the Enlistment form?,"Asthma, Scarlet Fever, Rheumatic Fever, Sinusitis, Chronic or frequent cold, High blood pressure, Palpitation or pounding in heart, easy fatigability, Heart trouble, Nervous trouble of any sort"
What were the health issues that Rogers had as listed in the Enlistment form?,"Asthma, Scarlet Fever, Rheumatic Fever, Sinusitis, Chronic or frequent cold, High blood pressure, Palpitation or pounding in heart, easy fatigability, Heart trouble, Nervous trouble of any sort"
What were the health issues that Steve had as listed in the Enlistment form?,"Asthma, Scarlet Fever, Rheumatic Fever, Sinusitis, Chronic or frequent cold, High blood pressure, Palpitation or pounding in heart, easy fatigability, Heart trouble, Nervous trouble of any sort"
What were the health issues that Steven Rogers had as listed in the Enlistment form?,"Asthma, Scarlet Fever, Rheumatic Fever, Sinusitis, Chronic or frequent cold, High blood pressure, Palpitation or pounding in heart, easy fatigability, Heart trouble, Nervous trouble of any sort"
What is Captain America's most iconic quote?,I can do this all day.
What is Steve's most iconic quote?,I can do this all day.
What is Rogers's most iconic quote?,I can do this all day.
What is Steve's most iconic quote?,I can do this all day.
What is Steven Rogers's most iconic quote?,I can do this all day.
Why did Captain America and the jerk fight in the alley?,The jerk disrespected the soldiers fighting in Europe.
Why did Steve and the jerk fight in the alley?,The jerk disrespected the soldiers fighting in Europe.
Why did Rogers and the jerk fight in the alley?,The jerk disrespected the soldiers fighting in Europe.
Why did Steve and the jerk fight in the alley?,The jerk disrespected the soldiers fighting in Europe.
Why did Steven Rogers and the jerk fight in the alley?,The jerk disrespected the soldiers fighting in Europe.
Who saved Captain America from the jerk?,Bucky
Who saved Steve from the jerk?,Bucky
Who saved Rogers from the jerk?,Bucky
Who saved Steve from the jerk?,Bucky
Who saved Steven Rogers from the jerk?,Bucky
Where did Erskine see Captain America for the first time?,Stark Expo 1943
Where did Abraham Erskine see Captain America for the first time?,Stark Expo 1943
Where did Erskine see Steve for the first time?,Stark Expo 1943
Where did Abraham Erskine see Steve for the first time?,Stark Expo 1943
Where did Erskine see Rogers for the first time?,Stark Expo 1943
Where did Abraham Erskine see Rogers for the first time?,Stark Expo 1943
Where did Erskine see Steve for the first time?,Stark Expo 1943
Where did Abraham Erskine see Steve for the first time?,Stark Expo 1943
Where did Erskine see Steven Rogers for the first time?,Stark Expo 1943
Where did Abraham Erskine see Steven Rogers for the first time?,Stark Expo 1943
Where was Erskine from?,"Queens. 73rd Street and Utopia Parkway. Before that, Germany."
Where was Abraham Erskine from?,"Queens. 73rd Street and Utopia Parkway. Before that, Germany."
Where was Captain America from?,Brooklyn
Where was Steve from?,Brooklyn
Where was Rogers from?,Brooklyn
Where was Steve from?,Brooklyn
Where was Steven Rogers from?,Brooklyn
Who was the Hydra Agent at the Super Soldier Experiment?,Fred Clemson
Who killed Erskine?,Fred Clemson
Who killed Abraham Erskine?,Fred Clemson
On whose plan did Captain America take part in the bond sales campaign?,Senator Brandt
On whose plan did Steve take part in the bond sales campaign?,Senator Brandt
On whose plan did Rogers take part in the bond sales campaign?,Senator Brandt
On whose plan did Steve take part in the bond sales campaign?,Senator Brandt
On whose plan did Steven Rogers take part in the bond sales campaign?,Senator Brandt
Where was the 107 regiment held captive?,"Krausberg, 30 miles behind the enemy lines"
Who took Captain America to Krausberg on a plane?,Howard and Peggy
Who took Steve to Krausberg on a plane?,Howard and Peggy
Who took Rogers to Krausberg on a plane?,Howard and Peggy
Who took Steve to Krausberg on a plane?,Howard and Peggy
Who took Steven Rogers to Krausberg on a plane?,Howard and Peggy
What was the name of the Hydra battle plane?,Valkyrie
What did Red Skull do when he saw Captain America infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Schmidt do when he saw Captain America infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Johann Schmidt do when he saw Captain America infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Red Skull do when he saw Steve infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Schmidt do when he saw Steve infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Johann Schmidt do when he saw Steve infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Red Skull do when he saw Rogers infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Schmidt do when he saw Rogers infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Johann Schmidt do when he saw Rogers infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Red Skull do when he saw Steve infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Schmidt do when he saw Steve infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Johann Schmidt do when he saw Steve infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Red Skull do when he saw Steven Rogers infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Schmidt do when he saw Steven Rogers infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
What did Johann Schmidt do when he saw Steven Rogers infiltrating his base?,He and Zola fled the scene with the Tesseract after burning the base down.
Where was Captain America's last bond sales campaign?,Italy
Where was Steve's last bond sales campaign?,Italy
Where was Rogers's last bond sales campaign?,Italy
Where was Steve's last bond sales campaign?,Italy
Where was Steven Rogers's last bond sales campaign?,Italy
What happened when Captain America addressed the soldiers in Italy?,The soldiers insulted him
What happened when Steve addressed the soldiers in Italy?,The soldiers insulted him
What happened when Rogers addressed the soldiers in Italy?,The soldiers insulted him
What happened when Steve addressed the soldiers in Italy?,The soldiers insulted him
What happened when Steven Rogers addressed the soldiers in Italy?,The soldiers insulted him
What did Captain America do after the campaign in Italy?,He was doodling himself as a dancing monkey
What did Steve do after the campaign in Italy?,He was doodling himself as a dancing monkey
What did Rogers do after the campaign in Italy?,He was doodling himself as a dancing monkey
What did Steve do after the campaign in Italy?,He was doodling himself as a dancing monkey
What did Steven Rogers do after the campaign in Italy?,He was doodling himself as a dancing monkey
Who consoled Captain America while he was doodling a dancing monkey?,Peggy
Who consoled Steve while he was doodling a dancing monkey?,Peggy
Who consoled Rogers while he was doodling a dancing monkey?,Peggy
Who consoled Steve while he was doodling a dancing monkey?,Peggy
Who consoled Steven Rogers while he was doodling a dancing monkey?,Peggy
What did Agent Carter say to Captain America after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy Carter say to Captain America after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy say to Captain America after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Margaret Carter say to Captain America after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Agent Carter say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy Carter say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Margaret Carter say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Agent Carter say to Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy Carter say to Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy say to Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Margaret Carter say to Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Agent Carter say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy Carter say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Margaret Carter say to Steve after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Agent Carter say to Steven Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy Carter say to Steven Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Peggy say to Steven Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
What did Margaret Carter say to Steven Rogers after the campaign in Italy?,She said the 107th regiment went to fight the forces sent by Schmidt
How did Captain America go to Austria to save the 107th regiment?,Howard and Peggy dropped him of in a plane
How did Steve go to Austria to save the 107th regiment?,Howard and Peggy dropped him of in a plane
How did Rogers go to Austria to save the 107th regiment?,Howard and Peggy dropped him of in a plane
How did Steve go to Austria to save the 107th regiment?,Howard and Peggy dropped him of in a plane
How did Steven Rogers go to Austria to save the 107th regiment?,Howard and Peggy dropped him of in a plane
What did Captain America do in Austria after the campaign?,He saved the soldiers of 107th regiment from captivity along with Bucky
What did Steve do in Austria after the campaign?,He saved the soldiers of 107th regiment from captivity along with Bucky
What did Rogers do in Austria after the campaign?,He saved the soldiers of 107th regiment from captivity along with Bucky
What did Steve do in Austria after the campaign?,He saved the soldiers of 107th regiment from captivity along with Bucky
What did Steven Rogers do in Austria after the campaign?,He saved the soldiers of 107th regiment from captivity along with Bucky
What did Red Skull do when Captain America attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Schmidt do when Captain America attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Johann Schmidt do when Captain America attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Red Skull do when Steve attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Schmidt do when Steve attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Johann Schmidt do when Steve attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Red Skull do when Rogers attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Schmidt do when Rogers attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Johann Schmidt do when Rogers attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Red Skull do when Steve attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Schmidt do when Steve attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Johann Schmidt do when Steve attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Red Skull do when Steven Rogers attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Schmidt do when Steven Rogers attacked the base in Austria?,He blew the base up and escaped in the airplane
What did Johann Schmidt do when Steven Rogers attacked the base in Austria?,He blew the base up and escaped in the airplane
What happened to Zola when Captain America attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Arnim Zola when Captain America attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Zola when Steve attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Arnim Zola when Steve attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Zola when Rogers attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Arnim Zola when Rogers attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Zola when Steve attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Arnim Zola when Steve attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Zola when Steven Rogers attacked the base in Austria?,He escaped from the base in Schmidt's car.
What happened to Arnim Zola when Steven Rogers attacked the base in Austria?,He escaped from the base in Schmidt's car.
How does Howard address his friends?,Pal
What was Captain America's shield made of?,Vibranium
What was Steve's shield made of?,Vibranium
What was Rogers's shield made of?,Vibranium
What was Steve's shield made of?,Vibranium
What was Steven Rogers's shield made of?,Vibranium
What did Captain America do after the attack of the base in Austria?,He destroyed the other bases he saw on the map in the base in Austria
What did Steve do after the attack of the base in Austria?,He destroyed the other bases he saw on the map in the base in Austria
What did Rogers do after the attack of the base in Austria?,He destroyed the other bases he saw on the map in the base in Austria
What did Steve do after the attack of the base in Austria?,He destroyed the other bases he saw on the map in the base in Austria
What did Steven Rogers do after the attack of the base in Austria?,He destroyed the other bases he saw on the map in the base in Austria
Whose picture did Captain America have in his locket?,Peggy
Whose picture did Steve have in his locket?,Peggy
Whose picture did Rogers have in his locket?,Peggy
Whose picture did Steve have in his locket?,Peggy
Whose picture did Steven Rogers have in his locket?,Peggy
What happened to Winter Soldier when they tried to ambush Zola?,He fell down from the train into the valley.
What happened to Winter Soldier when they tried to ambush Arnim Zola?,He fell down from the train into the valley.
What happened to White Wolf when they tried to ambush Zola?,He fell down from the train into the valley.
What happened to White Wolf when they tried to ambush Arnim Zola?,He fell down from the train into the valley.
What happened to Bucky when they tried to ambush Zola?,He fell down from the train into the valley.
What happened to Bucky when they tried to ambush Arnim Zola?,He fell down from the train into the valley.
What happened to James Buchannan Barnes when they tried to ambush Zola?,He fell down from the train into the valley.
What happened to James Buchannan Barnes when they tried to ambush Arnim Zola?,He fell down from the train into the valley.
What is the tagline of Hydra?,"If you cut off one head, two more shall take its place."
What is the iconic slogan of Hydra?,Hail Hydra
When did Agent Carter and Captain America first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy Carter and Captain America first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy and Captain America first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Margaret Carter and Captain America first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Agent Carter and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy Carter and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Margaret Carter and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Agent Carter and Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy Carter and Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy and Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Margaret Carter and Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Agent Carter and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy Carter and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Margaret Carter and Steve first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Agent Carter and Steven Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy Carter and Steven Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Peggy and Steven Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
When did Margaret Carter and Steven Rogers first kiss?,When Steve was about to fight Schmidt aboard Valkyrie
What was Red Skull's plan with Valkyrie?,He had bombs to blow up all the important cities of the world.
What was Schmidt's plan with Valkyrie?,He had bombs to blow up all the important cities of the world.
What was Johann Schmidt's plan with Valkyrie?,He had bombs to blow up all the important cities of the world.
What happened to Red Skull when he took the tesseract in his hands?,He was teleported to another dimension through a portal.
What happened to Schmidt when he took the tesseract in his hands?,He was teleported to another dimension through a portal.
What happened to Johann Schmidt when he took the tesseract in his hands?,He was teleported to another dimension through a portal.
What did Captain America do with the plane Valkyrie?,"He put the plane in the water, since there were bombs on board."
What did Steve do with the plane Valkyrie?,"He put the plane in the water, since there were bombs on board."
What did Rogers do with the plane Valkyrie?,"He put the plane in the water, since there were bombs on board."
What did Steve do with the plane Valkyrie?,"He put the plane in the water, since there were bombs on board."
What did Steven Rogers do with the plane Valkyrie?,"He put the plane in the water, since there were bombs on board."
What did Agent Carter say to Captain America when Captain America was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy Carter say to Captain America when Captain America was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy say to Captain America when Captain America was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Margaret Carter say to Captain America when Captain America was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Agent Carter say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy Carter say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Margaret Carter say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Agent Carter say to Rogers when Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy Carter say to Rogers when Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy say to Rogers when Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Margaret Carter say to Rogers when Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Agent Carter say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy Carter say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Margaret Carter say to Steve when Steve was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Agent Carter say to Steven Rogers when Steven Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy Carter say to Steven Rogers when Steven Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Peggy say to Steven Rogers when Steven Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
What did Margaret Carter say to Steven Rogers when Steven Rogers was in Valkyrie?,She postponed their dance to next Saturday at Stork Club.
